ensembl_gene_id,entrezgene,hgnc_symbol,gene_biotype,wikigene_description
ENSG00000253712,NA,,lincRNA,
ENSG00000137860,9153,SLC28A2,protein_coding,solute carrier family 28 member 2
ENSG00000281380,NA,,unprocessed_pseudogene,
ENSG00000231009,NA,CUBNP1,unprocessed_pseudogene,
ENSG00000253229,NA,HIGD1AP6,processed_pseudogene,
ENSG00000274406,3809,KIR2DS4,protein_coding,killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4
ENSG00000249395,NA,CASC9,lincRNA,
ENSG00000118298,23632,CA14,protein_coding,carbonic anhydrase 14
ENSG00000279174,NA,,TEC,
ENSG00000137815,23168,RTF1,protein_coding,RTF1 homolog, Paf1/RNA polymerase II complex component
ENSG00000220557,NA,HMGB1P13,processed_pseudogene,
ENSG00000227249,NA,,processed_pseudogene,
ENSG00000215802,NA,RFKP1,transcribed_processed_pseudogene,
ENSG00000259914,NA,,antisense,
ENSG00000282124,NA,,lincRNA,
ENSG00000279960,NA,,TEC,
ENSG00000143575,10456,HAX1,protein_coding,HCLS1 associated protein X-1
ENSG00000283097,NA,,TEC,
ENSG00000188770,26254,OPTC,protein_coding,opticin
ENSG00000213380,NA,COG8,protein_coding,
ENSG00000116237,23463,ICMT,protein_coding,isoprenylcysteine carboxyl methyltransferase
ENSG00000170484,121391,KRT74,protein_coding,keratin 74
ENSG00000167178,57611,ISLR2,protein_coding,immunoglobulin superfamily containing leucine-rich repeat 2
ENSG00000198843,51714,,protein_coding,selenoprotein T
ENSG00000227868,729059,C1orf234,protein_coding,chromosome 1 open reading frame 234
ENSG00000276863,NA,,antisense,
ENSG00000236360,NA,,processed_pseudogene,
ENSG00000266313,NA,,lincRNA,
ENSG00000113643,5917,RARS,protein_coding,arginyl-tRNA synthetase
ENSG00000233103,NA,,lincRNA,
ENSG00000197123,168417,ZNF679,protein_coding,zinc finger protein 679
ENSG00000230807,NA,,processed_pseudogene,
ENSG00000254007,NA,,lincRNA,
ENSG00000230400,105372566,,lincRNA,uncharacterized LOC105372566
ENSG00000198585,131870,NUDT16,protein_coding,nudix hydrolase 16
ENSG00000174912,NA,METTL15P1,processed_pseudogene,
ENSG00000163161,2071,ERCC3,protein_coding,ERCC excision repair 3, TFIIH core complex helicase subunit
ENSG00000171094,238,ALK,protein_coding,anaplastic lymphoma receptor tyrosine kinase
ENSG00000163354,127579,DCST2,protein_coding,DC-STAMP domain containing 2
ENSG00000240875,730091,LINC00886,lincRNA,long intergenic non-protein coding RNA 886
ENSG00000092009,1215,CMA1,protein_coding,chymase 1
ENSG00000277089,NA,,antisense,
ENSG00000227278,NA,,antisense,
ENSG00000132446,53940,FTHL17,protein_coding,ferritin heavy chain like 17
ENSG00000242435,NA,UPK3BP1,transcribed_unprocessed_pseudogene,
ENSG00000168468,1388,ATF6B,protein_coding,activating transcription factor 6 beta
ENSG00000214022,29803,REPIN1,protein_coding,replication initiator 1
ENSG00000273654,NA,,transcribed_processed_pseudogene,
ENSG00000214439,NA,FAM185BP,unprocessed_pseudogene,
ENSG00000153234,4929,NR4A2,protein_coding,nuclear receptor subfamily 4 group A member 2
ENSG00000163516,55139,ANKZF1,protein_coding,ankyrin repeat and zinc finger domain containing 1
ENSG00000213542,NA,,processed_pseudogene,
ENSG00000256902,NA,IQSEC3P1,processed_pseudogene,
ENSG00000259628,NA,,processed_transcript,
ENSG00000188501,197021,LCTL,protein_coding,lactase like
ENSG00000179603,2918,GRM8,protein_coding,glutamate metabotropic receptor 8
ENSG00000224463,NA,,processed_pseudogene,
ENSG00000228252,NA,COL6A4P2,unitary_pseudogene,
ENSG00000236213,NA,,antisense,
ENSG00000183397,100128569,C19orf71,protein_coding,chromosome 19 open reading frame 71
ENSG00000278977,NA,,TEC,
ENSG00000231690,80069,LINC00574,lincRNA,long intergenic non-protein coding RNA 574
ENSG00000259087,NA,,lincRNA,
ENSG00000273100,NA,,lincRNA,
ENSG00000104147,11339,OIP5,protein_coding,Opa interacting protein 5
ENSG00000258414,NA,,lincRNA,
ENSG00000125144,4495,MT1G,protein_coding,metallothionein 1G
ENSG00000185201,10581,IFITM2,protein_coding,interferon induced transmembrane protein 2
ENSG00000164325,134288,TMEM174,protein_coding,transmembrane protein 174
ENSG00000106638,26608,TBL2,protein_coding,transducin (beta)-like 2
ENSG00000007047,57787,MARK4,protein_coding,microtubule affinity regulating kinase 4
ENSG00000115194,7781,SLC30A3,protein_coding,solute carrier family 30 member 3
ENSG00000163395,91156,IGFN1,protein_coding,immunoglobulin-like and fibronectin type III domain containing 1
ENSG00000172031,253152,EPHX4,protein_coding,epoxide hydrolase 4
ENSG00000235727,NA,HCG18,processed_transcript,
ENSG00000158748,3362,HTR6,protein_coding,5-hydroxytryptamine receptor 6
ENSG00000260734,NA,,transcribed_unprocessed_pseudogene,
ENSG00000243694,728290,,lincRNA,uncharacterized LOC728290
ENSG00000232186,NA,,processed_pseudogene,
ENSG00000163803,151056,PLB1,protein_coding,phospholipase B1
ENSG00000278854,NA,,processed_pseudogene,
ENSG00000205572,8293,SERF1B,protein_coding,small EDRK-rich factor 1A (telomeric)
ENSG00000205572,8293,SERF1B,protein_coding,small EDRK-rich factor 1B (centromeric)
ENSG00000205572,728492,SERF1B,protein_coding,small EDRK-rich factor 1A (telomeric)
ENSG00000205572,728492,SERF1B,protein_coding,small EDRK-rich factor 1B (centromeric)
ENSG00000236227,6046,BRD2,protein_coding,bromodomain containing 2
ENSG00000130489,9997,SCO2,protein_coding,SCO2 cytochrome c oxidase assembly protein
ENSG00000275461,NA,,unprocessed_pseudogene,
ENSG00000215603,NA,ZNF92P1Y,processed_pseudogene,
ENSG00000223504,102723883,,lincRNA,uncharacterized LOC102723883
ENSG00000261265,NA,,lincRNA,
ENSG00000218643,NA,RPL5P20,processed_pseudogene,
ENSG00000282044,NA,,lincRNA,
ENSG00000278061,NA,MT2P1,processed_pseudogene,
ENSG00000174460,170261,ZCCHC12,protein_coding,zinc finger CCHC-type containing 12
ENSG00000258205,NA,,processed_pseudogene,
ENSG00000215560,83863,TTTY5,lincRNA,testis-specific transcript, Y-linked 5 (non-protein coding)
ENSG00000168925,1504,CTRB1,protein_coding,chymotrypsinogen B1
ENSG00000226665,NA,SSR1P2,processed_pseudogene,
ENSG00000168994,221749,PXDC1,protein_coding,PX domain containing 1
ENSG00000251614,NA,HSPA8P19,processed_pseudogene,
ENSG00000282912,NA,,processed_pseudogene,
ENSG00000236614,NA,ZNF90P2,processed_pseudogene,
ENSG00000279769,NA,,TEC,
ENSG00000230240,NA,,processed_pseudogene,
ENSG00000259182,NA,,lincRNA,
ENSG00000226497,101928280,,lincRNA,uncharacterized LOC101928280
ENSG00000241593,NA,,lincRNA,
ENSG00000227042,NA,,lincRNA,
ENSG00000280191,102724354,,lincRNA,uncharacterized LOC102724354
ENSG00000280612,NA,,antisense,
ENSG00000176294,390429,OR4N2,protein_coding,olfactory receptor family 4 subfamily N member 2
ENSG00000228105,NA,,lincRNA,
ENSG00000258537,100874185,FRMD6-AS2,lincRNA,FRMD6 antisense RNA 2
ENSG00000218834,NA,,processed_pseudogene,
ENSG00000228019,NA,,unprocessed_pseudogene,
ENSG00000009413,5980,REV3L,protein_coding,REV3 like, DNA directed polymerase zeta catalytic subunit
ENSG00000121486,81627,TRMT1L,protein_coding,tRNA methyltransferase 1 like
ENSG00000232241,NA,DYNLT3P1,processed_pseudogene,
ENSG00000167483,199786,FAM129C,protein_coding,family with sequence similarity 129 member C
ENSG00000171657,27197,GPR82,protein_coding,G protein-coupled receptor 82
ENSG00000131242,84440,RAB11FIP4,protein_coding,RAB11 family interacting protein 4
ENSG00000131242,84440,RAB11FIP4,protein_coding,microRNA 4724
ENSG00000131242,100616248,RAB11FIP4,protein_coding,RAB11 family interacting protein 4
ENSG00000131242,100616248,RAB11FIP4,protein_coding,microRNA 4724
ENSG00000106610,64940,STAG3L4,transcribed_unprocessed_pseudogene,stromal antigen 3-like 4 (pseudogene)
ENSG00000273888,145438,FRMD6-AS1,antisense,FRMD6 antisense RNA 1
ENSG00000067445,7216,TRO,protein_coding,trophinin
ENSG00000148344,9536,PTGES,protein_coding,prostaglandin E synthase
ENSG00000234766,NA,LINC01496,lincRNA,
ENSG00000234017,NA,,processed_pseudogene,
ENSG00000257287,NA,,processed_pseudogene,
ENSG00000006712,54623,PAF1,protein_coding,PAF1 homolog, Paf1/RNA polymerase II complex component
ENSG00000272562,NA,,antisense,
ENSG00000241216,NA,SNAPC5P1,transcribed_processed_pseudogene,
ENSG00000232205,NA,CDY18P,unprocessed_pseudogene,
ENSG00000259218,NA,LINC00928,lincRNA,
ENSG00000258753,NA,,lincRNA,
ENSG00000232453,105378753,,lincRNA,uncharacterized LOC105378753
ENSG00000139287,121278,TPH2,protein_coding,tryptophan hydroxylase 2
ENSG00000130997,353497,POLN,protein_coding,polymerase (DNA) nu
ENSG00000235478,100996342,,lincRNA,uncharacterized LOC100996342
ENSG00000230623,NA,,lincRNA,
ENSG00000275532,NA,,antisense,
ENSG00000270344,NA,,antisense,
ENSG00000239264,81567,TXNDC5,protein_coding,thioredoxin domain containing 5
ENSG00000227576,NA,GPR53P,unprocessed_pseudogene,
ENSG00000125813,5075,PAX1,protein_coding,paired box 1
ENSG00000224310,400511,LINC01567,lincRNA,long intergenic non-protein coding RNA 1567
ENSG00000125851,5126,PCSK2,protein_coding,proprotein convertase subtilisin/kexin type 2
ENSG00000238109,NA,,processed_pseudogene,
ENSG00000237753,NA,,lincRNA,
ENSG00000243593,101926983,,lincRNA,uncharacterized LOC101926983
ENSG00000220113,NA,MTCYBP4,processed_pseudogene,
ENSG00000255790,NA,,sense_intronic,
ENSG00000177225,347862,PDDC1,protein_coding,Parkinson disease 7 domain containing 1
ENSG00000135655,9958,USP15,protein_coding,ubiquitin specific peptidase 15
ENSG00000135655,9958,USP15,protein_coding,microRNA 6125
ENSG00000135655,102465133,USP15,protein_coding,ubiquitin specific peptidase 15
ENSG00000135655,102465133,USP15,protein_coding,microRNA 6125
ENSG00000236012,NA,HIGD1AP12,processed_pseudogene,
ENSG00000183527,8624,PSMG1,protein_coding,proteasome assembly chaperone 1
ENSG00000232765,NA,,transcribed_unprocessed_pseudogene,
ENSG00000270433,NA,,transcribed_unprocessed_pseudogene,
ENSG00000175606,54968,TMEM70,protein_coding,transmembrane protein 70
ENSG00000112763,11120,BTN2A1,protein_coding,butyrophilin subfamily 2 member A1
ENSG00000279732,NA,,TEC,
ENSG00000108852,4355,MPP2,protein_coding,membrane palmitoylated protein 2
ENSG00000101189,55257,MRGBP,protein_coding,MRG/MORF4L binding protein
ENSG00000260816,NA,,sense_intronic,
ENSG00000249742,NA,,lincRNA,
ENSG00000262381,NA,MTATP6P24,unprocessed_pseudogene,
ENSG00000249091,NA,,lincRNA,
ENSG00000144120,80775,TMEM177,protein_coding,transmembrane protein 177
ENSG00000228544,100131193,CCDC183-AS1,antisense,CCDC183 antisense RNA 1
ENSG00000160051,55721,IQCC,protein_coding,IQ motif containing C
ENSG00000214376,387804,VSTM5,protein_coding,V-set and transmembrane domain containing 5
ENSG00000228789,285834,HCG22,lincRNA,HLA complex group 22
ENSG00000176136,4161,MC5R,protein_coding,melanocortin 5 receptor
ENSG00000011009,11313,LYPLA2,protein_coding,lysophospholipase II
ENSG00000053328,728464,METTL24,protein_coding,methyltransferase like 24
ENSG00000104885,84444,DOT1L,protein_coding,DOT1 like histone lysine methyltransferase
ENSG00000213398,3931,LCAT,protein_coding,lecithin-cholesterol acyltransferase
ENSG00000233349,NA,LINC00333,lincRNA,
ENSG00000250264,NA,,protein_coding,
ENSG00000198435,441478,NRARP,protein_coding,NOTCH-regulated ankyrin repeat protein
ENSG00000282815,100129520,TEX13C,protein_coding,TEX13 family member C
ENSG00000227180,NA,,processed_pseudogene,
ENSG00000204296,10665,C6orf10,protein_coding,chromosome 6 open reading frame 10
ENSG00000241011,NA,,processed_pseudogene,
ENSG00000240980,NA,,lincRNA,
ENSG00000267055,NA,,lincRNA,
ENSG00000239327,NA,,processed_pseudogene,
ENSG00000140479,5046,PCSK6,protein_coding,proprotein convertase subtilisin/kexin type 6
ENSG00000109084,27346,TMEM97,protein_coding,transmembrane protein 97
ENSG00000141026,55090,MED9,protein_coding,mediator complex subunit 9
ENSG00000232125,391475,DYTN,protein_coding,dystrotelin
ENSG00000225382,NA,,processed_transcript,
ENSG00000134146,89978,DPH6,protein_coding,diphthamine biosynthesis 6
ENSG00000232748,NA,,lincRNA,
ENSG00000203837,119548,PNLIPRP3,protein_coding,pancreatic lipase related protein 3
ENSG00000125319,78995,C17orf53,protein_coding,chromosome 17 open reading frame 53
ENSG00000160654,917,CD3G,protein_coding,CD3g molecule
ENSG00000237352,NA,LINC01358,lincRNA,
ENSG00000236240,NA,GPC5-IT1,sense_intronic,
ENSG00000186625,11104,KATNA1,protein_coding,katanin catalytic subunit A1
ENSG00000242229,NA,RPS3AP14,processed_pseudogene,
ENSG00000168398,624,BDKRB2,protein_coding,bradykinin receptor B2
ENSG00000253571,NA,,processed_pseudogene,
ENSG00000272840,NA,,lincRNA,
ENSG00000206509,3134,HLA-F,protein_coding,major histocompatibility complex, class I, F
ENSG00000265182,NA,SRP72P1,processed_pseudogene,
ENSG00000253189,NA,,lincRNA,
ENSG00000262519,NA,TXNP4,processed_pseudogene,
ENSG00000237581,NA,,antisense,
ENSG00000253880,NA,,lincRNA,
ENSG00000213203,170575,GIMAP1,protein_coding,GTPase, IMAP family member 1
ENSG00000229225,NA,,lincRNA,
ENSG00000231305,NA,,antisense,
ENSG00000180211,NA,,processed_pseudogene,
ENSG00000173875,163049,ZNF791,protein_coding,zinc finger protein 791
ENSG00000069020,375449,MAST4,protein_coding,microtubule associated serine/threonine kinase family member 4
ENSG00000224501,3304,HSPA1B,protein_coding,heat shock protein family A (Hsp70) member 1B
ENSG00000224698,NA,,lincRNA,
ENSG00000198586,9874,TLK1,protein_coding,tousled like kinase 1
ENSG00000279485,NA,,TEC,
ENSG00000112118,4172,MCM3,protein_coding,minichromosome maintenance complex component 3
ENSG00000125753,7408,VASP,protein_coding,vasodilator-stimulated phosphoprotein
ENSG00000212900,83897,KRTAP3-2,protein_coding,keratin associated protein 3-2
ENSG00000259126,NA,,lincRNA,
ENSG00000226369,NA,USP9YP11,unprocessed_pseudogene,
ENSG00000237133,NA,,antisense,
ENSG00000277190,NA,,lincRNA,
ENSG00000258487,NA,,lincRNA,
ENSG00000270720,NA,,lincRNA,
ENSG00000234993,NA,CUBNP2,unprocessed_pseudogene,
ENSG00000277738,NA,,lincRNA,
ENSG00000251293,NA,,lincRNA,
ENSG00000282946,NA,,processed_pseudogene,
ENSG00000237804,NA,HNRNPA1P39,processed_pseudogene,
ENSG00000223393,101927604,,antisense,uncharacterized LOC101927604
ENSG00000256150,NA,,processed_transcript,
ENSG00000158106,114822,RHPN1,protein_coding,rhophilin, Rho GTPase binding protein 1
ENSG00000224402,NA,OR6D1P,unitary_pseudogene,
ENSG00000277080,NA,,unprocessed_pseudogene,
ENSG00000226370,104355140,LINC00375,lincRNA,long intergenic non-protein coding RNA 375
ENSG00000124743,401265,KLHL31,protein_coding,kelch like family member 31
ENSG00000254399,NA,GLYATL1P4,unprocessed_pseudogene,
ENSG00000258125,NA,,lincRNA,
ENSG00000253318,NA,TMCC1P1,processed_pseudogene,
ENSG00000241696,100505609,,lincRNA,uncharacterized LOC100505609
ENSG00000280961,114760,TTTY3B,lincRNA,testis-specific transcript, Y-linked 3 (non-protein coding)
ENSG00000280961,114760,TTTY3B,lincRNA,testis-specific transcript, Y-linked 3B (non-protein coding)
ENSG00000280961,474148,TTTY3B,lincRNA,testis-specific transcript, Y-linked 3 (non-protein coding)
ENSG00000280961,474148,TTTY3B,lincRNA,testis-specific transcript, Y-linked 3B (non-protein coding)
ENSG00000107816,84445,LZTS2,protein_coding,leucine zipper, putative tumor suppressor 2
ENSG00000185477,285513,GPRIN3,protein_coding,GPRIN family member 3
ENSG00000281502,NA,ASH2LP1,processed_pseudogene,
ENSG00000222037,NA,IGLC6,IG_C_pseudogene,
ENSG00000258224,NA,,processed_pseudogene,
ENSG00000224341,NA,,processed_pseudogene,
ENSG00000231453,285084,LINC01305,lincRNA,long intergenic non-protein coding RNA 1305
ENSG00000211974,NA,,IG_V_gene,
ENSG00000235797,NA,,processed_pseudogene,
ENSG00000178409,57673,BEND3,protein_coding,BEN domain containing 3
ENSG00000250928,NA,,processed_pseudogene,
ENSG00000157856,92749,DRC1,protein_coding,dynein regulatory complex subunit 1
ENSG00000226317,100874137,LINC00351,lincRNA,long intergenic non-protein coding RNA 351
ENSG00000259996,NA,RARRES2P8,processed_pseudogene,
ENSG00000279245,286967,FAM223A,lincRNA,family with sequence similarity 223 member B (non-protein coding)
ENSG00000279245,286967,FAM223A,lincRNA,family with sequence similarity 223 member A (non-protein coding)
ENSG00000279245,100132967,FAM223A,lincRNA,family with sequence similarity 223 member B (non-protein coding)
ENSG00000279245,100132967,FAM223A,lincRNA,family with sequence similarity 223 member A (non-protein coding)
ENSG00000231178,NA,,lincRNA,
ENSG00000163586,2168,FABP1,protein_coding,fatty acid binding protein 1
ENSG00000243961,NA,,lincRNA,
ENSG00000176868,NA,,antisense,
ENSG00000234777,102724053,,lincRNA,uncharacterized LOC102724053
ENSG00000267389,NA,,unprocessed_pseudogene,
ENSG00000237005,NA,HIGD1AP15,processed_pseudogene,
ENSG00000166833,89797,NAV2,protein_coding,neuron navigator 2
ENSG00000169018,10116,FEM1B,protein_coding,fem-1 homolog B
ENSG00000019169,8685,MARCO,protein_coding,macrophage receptor with collagenous structure
ENSG00000156886,3681,ITGAD,protein_coding,integrin subunit alpha D
ENSG00000253997,NA,,processed_pseudogene,
ENSG00000254212,NA,,processed_pseudogene,
ENSG00000225981,NA,,antisense,
ENSG00000283157,NA,,antisense,
ENSG00000267801,NA,,antisense,
ENSG00000233590,NA,,lincRNA,
ENSG00000245146,NA,LINC01024,antisense,
ENSG00000055955,3700,ITIH4,protein_coding,inter-alpha-trypsin inhibitor heavy chain family member 4
ENSG00000165861,53349,ZFYVE1,protein_coding,zinc finger FYVE-type containing 1
ENSG00000184838,51334,PRR16,protein_coding,proline rich 16
ENSG00000283257,NA,,unprocessed_pseudogene,
ENSG00000282826,100289097,FRG1CP,unprocessed_pseudogene,FSHD region gene 1 family member C, pseudogene
ENSG00000233360,101927051,,antisense,uncharacterized LOC101927051
ENSG00000187942,401944,LDLRAD2,protein_coding,low density lipoprotein receptor class A domain containing 2
ENSG00000077238,3566,IL4R,protein_coding,interleukin 4 receptor
ENSG00000241779,79897,RPP21,protein_coding,ribonuclease P/MRP subunit p21
ENSG00000234040,NA,,processed_pseudogene,
ENSG00000132481,91107,TRIM47,protein_coding,tripartite motif containing 47
ENSG00000258378,NA,,antisense,
ENSG00000234925,NA,ATP5HP4,processed_pseudogene,
ENSG00000237370,NA,,antisense,
ENSG00000224368,NA,ARAFP2,processed_pseudogene,
ENSG00000237640,NA,,antisense,
ENSG00000169075,NA,,processed_pseudogene,
ENSG00000234387,NA,,lincRNA,
ENSG00000258996,NA,,processed_pseudogene,
ENSG00000203650,101928287,LINC01285,lincRNA,long intergenic non-protein coding RNA 1285
ENSG00000280709,727924,,lincRNA,uncharacterized LOC727924
ENSG00000216480,NA,,processed_pseudogene,
ENSG00000235849,100874102,HS6ST2-AS1,antisense,HS6ST2 antisense RNA 1
ENSG00000103174,51172,NAGPA,protein_coding,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
ENSG00000232685,348021,LINC00442,antisense,long intergenic non-protein coding RNA 442
ENSG00000223633,NA,,lincRNA,
ENSG00000229381,10107,TRIM10,protein_coding,tripartite motif containing 10
ENSG00000184564,84189,SLITRK6,protein_coding,SLIT and NTRK like family member 6
ENSG00000260994,NA,AGGF1P7,processed_pseudogene,
ENSG00000189114,388552,BLOC1S3,protein_coding,biogenesis of lysosomal organelles complex 1 subunit 3
ENSG00000244676,NA,,antisense,
ENSG00000274670,NA,,lincRNA,
ENSG00000176834,54621,VSIG10,protein_coding,V-set and immunoglobulin domain containing 10
ENSG00000235279,NA,,sense_intronic,
ENSG00000075891,5076,PAX2,protein_coding,paired box 2
ENSG00000249688,NA,,sense_intronic,
ENSG00000249272,NA,UNC93B8,unprocessed_pseudogene,
ENSG00000084207,2950,GSTP1,protein_coding,glutathione S-transferase pi 1
ENSG00000229287,NA,FABP5P4,processed_pseudogene,
ENSG00000273061,101929351,CDC37L1-AS1,lincRNA,CDC37L1 antisense RNA 1 (head to head)
ENSG00000218792,NA,HSPD1P16,processed_pseudogene,
ENSG00000260905,NA,,lincRNA,
ENSG00000235984,100873969,GPC5-AS1,antisense,GPC5 antisense RNA 1
ENSG00000225170,NA,,processed_pseudogene,
ENSG00000211632,NA,IGKV3D-11,IG_V_gene,
ENSG00000133574,55303,GIMAP4,protein_coding,GTPase, IMAP family member 4
ENSG00000225079,NA,FTH1P22,processed_pseudogene,
ENSG00000274779,23420,NOMO1,protein_coding,NODAL modulator 1
ENSG00000196505,54834,GDAP2,protein_coding,ganglioside induced differentiation associated protein 2
ENSG00000229307,NA,LINC00459,lincRNA,
ENSG00000243775,202459,OSTCP1,transcribed_processed_pseudogene,oligosaccharyltransferase complex subunit pseudogene 1
ENSG00000243302,NA,,processed_pseudogene,
ENSG00000281179,NA,,IG_V_gene,
ENSG00000217236,100131390,SP9,protein_coding,Sp9 transcription factor
ENSG00000175611,100128782,LINC00476,processed_transcript,long intergenic non-protein coding RNA 476
ENSG00000223802,2657,CERS1,protein_coding,growth differentiation factor 1
ENSG00000223802,2657,CERS1,protein_coding,ceramide synthase 1
ENSG00000223802,10715,CERS1,protein_coding,growth differentiation factor 1
ENSG00000223802,10715,CERS1,protein_coding,ceramide synthase 1
ENSG00000236714,101926975,,lincRNA,uncharacterized LOC101926975
ENSG00000225185,NA,,processed_pseudogene,
ENSG00000236263,NA,,antisense,
ENSG00000255730,NA,,protein_coding,
ENSG00000244171,NA,PBX2P1,processed_pseudogene,
ENSG00000134962,152831,KLB,protein_coding,klotho beta
ENSG00000167798,388503,C3P1,transcribed_unprocessed_pseudogene,complement component 3 precursor pseudogene
ENSG00000178980,6415,SEPW1,protein_coding,selenoprotein W, 1
ENSG00000198818,113402,SFT2D1,protein_coding,SFT2 domain containing 1
ENSG00000236559,NA,,antisense,
ENSG00000185065,NA,,antisense,
ENSG00000282314,NA,,antisense,
ENSG00000256658,NA,,antisense,
ENSG00000261191,NA,,antisense,
ENSG00000148488,338596,ST8SIA6,protein_coding,ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6
ENSG00000227246,170680,PSORS1C2,protein_coding,psoriasis susceptibility 1 candidate 2
ENSG00000274587,10288,LILRB3,protein_coding,leukocyte immunoglobulin like receptor B2
ENSG00000274587,10288,LILRB3,protein_coding,leukocyte immunoglobulin like receptor B3
ENSG00000274587,10288,LILRB3,protein_coding,leukocyte immunoglobulin-like receptor subfamily B member 3
ENSG00000274587,11025,LILRB3,protein_coding,leukocyte immunoglobulin like receptor B2
ENSG00000274587,11025,LILRB3,protein_coding,leukocyte immunoglobulin like receptor B3
ENSG00000274587,11025,LILRB3,protein_coding,leukocyte immunoglobulin-like receptor subfamily B member 3
ENSG00000274587,102725035,LILRB3,protein_coding,leukocyte immunoglobulin like receptor B2
ENSG00000274587,102725035,LILRB3,protein_coding,leukocyte immunoglobulin like receptor B3
ENSG00000274587,102725035,LILRB3,protein_coding,leukocyte immunoglobulin-like receptor subfamily B member 3
ENSG00000172318,8708,B3GALT1,protein_coding,beta-1,3-galactosyltransferase 1
ENSG00000140553,55898,UNC45A,protein_coding,unc-45 myosin chaperone A
ENSG00000177143,1068,CETN1,protein_coding,centrin 1
ENSG00000070785,8891,EIF2B3,protein_coding,eukaryotic translation initiation factor 2B subunit gamma
ENSG00000275145,2483,FRG1,protein_coding,FSHD region gene 1
ENSG00000271579,NA,,lincRNA,
ENSG00000274869,NA,,transcribed_unprocessed_pseudogene,
ENSG00000185966,353145,LCE3E,protein_coding,late cornified envelope 3E
ENSG00000144635,51143,DYNC1LI1,protein_coding,dynein cytoplasmic 1 light intermediate chain 1
ENSG00000226853,NA,,lincRNA,
ENSG00000147224,5631,PRPS1,protein_coding,phosphoribosyl pyrophosphate synthetase 1
ENSG00000264971,NA,PRR13P4,processed_pseudogene,
ENSG00000274511,115653,KIR3DL3,protein_coding,killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3
ENSG00000254230,NA,,antisense,
ENSG00000088356,81572,PDRG1,protein_coding,p53 and DNA damage regulated 1
ENSG00000215910,NA,C1orf167,protein_coding,
ENSG00000270038,NA,,lincRNA,
ENSG00000166947,2038,EPB42,protein_coding,erythrocyte membrane protein band 4.2
ENSG00000242973,101926934,,antisense,uncharacterized LOC101926934
ENSG00000140403,55466,DNAJA4,protein_coding,DnaJ heat shock protein family (Hsp40) member A4
ENSG00000253481,NA,IGKV1OR22-1,IG_V_pseudogene,
ENSG00000260552,101927809,,antisense,uncharacterized LOC101927809
ENSG00000234267,NA,TULP3P1,transcribed_processed_pseudogene,
ENSG00000227171,80352,RNF39,protein_coding,ring finger protein 39
ENSG00000139718,23067,SETD1B,protein_coding,SET domain containing 1B
ENSG00000218363,NA,SLC25A20P1,processed_pseudogene,
ENSG00000225213,NA,,sense_intronic,
ENSG00000178057,25915,NDUFAF3,protein_coding,NADH:ubiquinone oxidoreductase complex assembly factor 3
ENSG00000142039,90324,CCDC97,protein_coding,coiled-coil domain containing 97
ENSG00000251517,NA,,lincRNA,
ENSG00000251199,NA,,lincRNA,
ENSG00000273864,79166,LILRP2,transcribed_processed_pseudogene,leukocyte immunoglobulin-like receptor pseudogene 2
ENSG00000261375,NA,,unprocessed_pseudogene,
ENSG00000279444,NA,,TEC,
ENSG00000177590,NA,GIMAP3P,processed_pseudogene,
ENSG00000206069,255349,TMEM211,protein_coding,transmembrane protein 211
ENSG00000261102,NA,ATP5J2P6,processed_pseudogene,
ENSG00000215203,389207,GRXCR1,protein_coding,glutaredoxin and cysteine rich domain containing 1
ENSG00000141424,25800,SLC39A6,protein_coding,solute carrier family 39 member 6
ENSG00000235217,NA,TSPY26P,transcribed_processed_pseudogene,
ENSG00000253644,105375680,,lincRNA,uncharacterized LOC105375680
ENSG00000178053,4291,MLF1,protein_coding,myeloid leukemia factor 1
ENSG00000241535,NA,CBX5P1,processed_pseudogene,
ENSG00000220256,NA,,lincRNA,
ENSG00000263923,NA,,antisense,
ENSG00000237876,NA,AKR1B1P4,processed_pseudogene,
ENSG00000249197,NA,OR10J9P,unprocessed_pseudogene,
ENSG00000259878,NA,,lincRNA,
ENSG00000235120,NA,BSN-AS1,antisense,
ENSG00000255335,102723330,,antisense,uncharacterized LOC102723330
ENSG00000204382,653067,XAGE1B,protein_coding,X antigen family member 1E
ENSG00000204382,653067,XAGE1B,protein_coding,X antigen family member 1B
ENSG00000204382,653220,XAGE1B,protein_coding,X antigen family member 1E
ENSG00000204382,653220,XAGE1B,protein_coding,X antigen family member 1B
ENSG00000150977,196383,RILPL2,protein_coding,Rab interacting lysosomal protein like 2
ENSG00000166104,NA,,transcribed_unprocessed_pseudogene,
ENSG00000231889,NA,TRAF3IP2-AS1,antisense,
ENSG00000278797,NA,,unprocessed_pseudogene,
ENSG00000255005,NA,,antisense,
ENSG00000164061,8927,BSN,protein_coding,bassoon presynaptic cytomatrix protein
ENSG00000279752,NA,,TEC,
ENSG00000267590,NA,NDUFA3P1,processed_pseudogene,
ENSG00000280194,NA,,TEC,
ENSG00000204304,5089,PBX2,protein_coding,PBX homeobox 2
ENSG00000228147,285834,HCG22,processed_transcript,HLA complex group 22
